id,female,white,black,hispanic,asian,other_race,age_ba,firstgen,parent_income_q,parent_grad,ugpa,stem_major,bus_major,ed_major,socsci_major,selective_inst,public_ug,state_unemp,metro,state,ga_funding,ga_funding_adj,eta_ability,eta_taste,eta_prod,ga_dev,z_masters,p_masters,u_d,masters,ln_salary_0,te_masters,ln_salary_1,ln_salary,salary
5107,1,1,0,0,0,0,22,0,4,0,3.0476193,1,0,0,0,0,0,4.9609327,1,1,16.764915,21.79439,.53089893,.11707791,.65951979,3.7943897,3.0761862,.99895167,.24934863,1,11.340178,.35805437,11.698232,11.698232,120358.7
7014,0,0,0,0,1,0,26,1,2,0,2.7890723,1,0,0,0,0,1,6.4712629,1,1,15.927513,20.705767,.91047519,.66293508,.63248539,2.7057667,3.111006,.99906772,.90510488,1,11.44083,.41559988,11.85643,11.85643,140988
2686,1,1,0,0,0,0,23,1,2,0,2.6584468,0,0,0,1,0,0,5.3617768,1,1,16.865187,16.865187,-1.3848358,-.43223062,-.86337727,-1.1348133,-1.9880135,.023405097,.36856228,0,9.8299932,.033177525,9.8631706,9.8299932,18582.828
6624,0,0,0,0,0,1,24,1,3,0,2.8142452,0,0,0,1,1,0,7.5100603,0,1,13.287003,13.287003,-.71684599,-.21634282,-.8315466,-4.7129974,-1.5295264,.063067004,.85761672,0,9.9982948,.18543217,10.183727,9.9982948,21988.939
7397,1,1,0,0,0,0,25,0,4,0,2.8778539,0,0,0,1,0,0,5.122087,1,1,15.246503,15.246503,.85106003,.48046315,.84974003,-2.7534971,-1.9289116,.026870921,.067169793,0,11.448271,.447947,11.896217,11.448271,93739.109
4324,0,0,0,0,1,0,24,0,5,0,2.845588,0,1,0,0,1,0,7.0891056,1,1,13.127112,11.814401,-1.6889299,-1.6780478,-1.5207466,-6.1855993,.4714537,.68134159,.81874591,0,9.8241329,-.017078947,9.8070536,9.8241329,18474.246
2883,1,1,0,0,0,0,24,0,3,1,2.8070581,1,0,0,0,0,1,4.8664556,0,1,13.8635,18.022549,-.12309168,-.035762236,-.41815707,.022548676,-.35124275,.36270311,.77704567,0,10.480298,.28883067,10.769129,10.480298,35607.02
2826,1,0,0,0,0,1,22,1,2,0,2.877013,0,0,0,1,0,1,8.947896,1,1,18.614847,18.614847,.11918798,.27564478,.63546419,.61484718,-.26620099,.39504221,.26798666,1,11.027802,.27880782,11.306609,11.306609,81357.57
60,1,0,1,0,0,0,23,0,4,0,2.8767629,0,0,0,1,0,0,6.9657254,0,1,16.053314,16.053314,-2.704771,-1.6008134,-2.2153125,-1.9466858,-1.846962,.032376327,.9010368,0,8.7655344,-.19135056,8.5741835,8.7655344,6409.4863
5636,0,1,0,0,0,0,25,1,4,0,2.562921,1,0,0,0,0,0,4.9592381,1,1,14.037837,18.249187,1.7980399,1.993711,1.1269165,.24918747,2.8887823,.99806631,.35029563,1,11.814104,.55856317,12.372667,12.372667,236255.08
3271,1,1,0,0,0,0,25,1,5,0,2.7438357,0,0,1,0,0,0,7.0007896,1,1,15.589662,17.148628,-1.0498917,-.28678709,-.97884893,-.85137177,-1.2383442,.10779423,.29166296,0,9.7009163,.19449809,9.8954144,9.7009163,16332.565
2985,0,1,0,0,0,0,22,0,4,0,2.5678451,1,0,0,0,0,0,5.2799721,1,1,15.954717,20.741131,.31832343,.55326951,1.0777602,2.7411308,1.8565226,.96831042,.15401365,1,11.74719,.29654413,12.043735,12.043735,170030.75
2230,0,1,0,0,0,0,24,1,4,0,2.7268798,0,1,0,0,1,1,6.3718128,1,1,15.567666,14.0109,-.62427342,-.062871166,-.14968607,-3.9891005,-1.4889246,.068253607,.60271376,0,10.796164,.23793769,11.034101,10.796164,48833.098
948,1,1,0,0,0,0,23,0,4,0,2.7275789,1,0,0,0,1,0,6.3430982,1,1,15.525729,20.183447,-2.4025166,-1.5595783,-2.0369892,2.1834469,-5.7716942,3.9239225e-09,.74057114,0,9.2213593,-.047743563,9.1736155,9.2213593,10110.798
3081,0,0,0,1,0,0,24,0,3,0,2.6785853,1,0,0,0,0,1,4.5084953,1,1,13.741695,17.864202,.2661083,-.066058673,-.24387713,-.1357975,-.56540859,.28589794,.72375941,0,10.792452,.36196855,11.154421,10.792452,48652.18
1491,1,1,0,0,0,0,24,1,3,0,2.8306398,0,0,0,1,0,1,7.0115428,0,1,14.865114,14.865114,.48922291,.97749114,.3226558,-3.1348858,-1.8182998,.034509163,.68930107,0,10.783695,.37607327,11.159768,10.783695,48228.008
6662,1,1,0,0,0,0,23,0,2,0,2.9996431,0,0,1,0,0,1,4.9185448,0,1,12.200645,13.420711,1.7842344,2.0190196,1.3933243,-4.5792894,-3.5327306,.00020564569,.24753186,0,11.497693,.721524,12.219217,11.497693,98488.305
5404,1,1,0,0,0,0,24,0,4,1,2.8823814,0,0,0,1,0,1,6.9832964,1,1,15.085524,15.085524,-.13253844,.037846789,-.28404126,-2.9144764,-1.185405,.11792868,.72309315,0,10.418753,.27094749,10.6897,10.418753,33481.645
4458,1,1,0,0,0,0,24,1,2,1,2.9239242,0,0,0,1,0,1,4.319375,1,1,12.521253,12.521253,.025855696,.16063887,.4861967,-5.4787474,-2.6137242,.0044780648,.32855642,0,11.063842,.29998028,11.363822,11.063842,63821.27
581,0,0,0,0,1,0,24,0,3,1,2.5056734,0,0,0,1,1,1,7.3783689,1,1,14.550425,14.550425,2.0251181,1.5543803,1.6515729,-3.4495754,-2.6080711,.004552702,.94888407,0,12.065617,.67110956,12.736726,12.065617,173792.38
92,0,1,0,0,0,0,23,1,5,0,3.0218008,0,0,0,1,1,1,4.433125,0,1,14.633509,14.633509,-.3154971,-.26649213,-.52692187,-3.3664913,-1.7788969,.03762833,.7982626,0,10.378668,.25829807,10.636966,10.378668,32166.082
3219,1,0,1,0,0,0,23,0,3,1,2.8583531,0,1,0,0,1,1,6.9537673,1,1,13.902829,12.512546,.46491843,-.4857595,.72010005,-5.4874544,-3.948669,.000039293471,.84892493,0,11.34735,.44672954,11.79408,11.34735,84740.602
3166,0,1,0,0,0,0,24,0,3,0,2.6589549,1,0,0,0,0,0,5.0837898,1,1,16.223661,21.090759,1.1074597,1.1985356,1.0278522,3.0907593,4.7073464,.99999875,.56277591,1,11.745545,.44725254,12.192798,12.192798,197362.55
3818,1,1,0,0,0,0,24,0,3,0,2.8055458,0,0,0,1,0,0,9.4357119,1,1,17.982548,17.982548,-.14485477,.10653315,-.32367098,-.01745224,-.71506268,.23728515,.28858766,0,10.263618,.2379103,10.501529,10.263618,28670.342
29,0,0,0,1,0,0,22,1,3,1,2.6541746,1,0,0,0,0,1,7.1628499,1,1,15.883358,20.648365,-.47575486,.73104835,-.68866849,2.648365,.26373503,.60400796,.76088619,0,10.238272,.18774638,10.426018,10.238272,27952.773
6739,1,0,1,0,0,0,24,0,4,0,2.9945295,1,0,0,0,1,0,5.1635265,1,1,16.945118,22.028652,.37758917,.20045714,.86203164,4.0286522,3.1624286,.99921769,.35731784,1,11.538812,.36244908,11.90126,11.90126,147452.36
3097,1,0,1,0,0,0,24,1,2,0,2.9800513,0,0,0,1,1,0,5.040411,1,1,16.510351,16.510351,-1.1558675,-.50642288,-1.6322012,-1.4896488,-1.3917074,.082005508,.48494846,0,9.2961693,.10912415,9.4052935,9.2961693,10896.199
3798,1,1,0,0,0,0,23,0,2,1,2.8265176,0,1,0,0,0,1,5.3689332,1,1,18.892109,17.002897,.46271136,.50292212,.048002101,-.99710274,-.28001937,.38973132,.28014278,1,10.722997,.3824935,11.10549,11.10549,66535.422
7933,1,1,0,0,0,0,25,0,5,0,2.5212715,0,0,0,1,0,1,4.6058869,1,1,14.239426,14.239426,1.9484322,1.4788358,1.8418,-3.7605743,-3.5792971,.00017225982,.049585853,0,12.0141,.6264534,12.640553,12.0141,165065.91
5261,1,1,0,0,0,0,24,0,3,0,2.8027258,0,1,0,0,0,0,5.8999872,1,1,15.713354,14.142018,-.53199452,-.30927095,-.86519313,-3.8579817,-1.8306961,.033572957,.14993031,0,10.155385,.22092021,10.376306,10.155385,25729.283
7769,1,0,1,0,0,0,22,0,3,0,2.7769299,1,0,0,0,1,1,7.3783407,0,1,16.452219,21.387884,.43177742,1.0010194,.70260829,3.3878841,3.4447973,.99971426,.19560981,1,11.330264,.36317459,11.693439,11.693439,119783.18
2348,0,1,0,0,0,0,23,1,4,0,2.4904091,1,0,0,0,0,1,6.0046659,1,1,14.528114,18.886547,.2214947,.079609968,.52227914,.88654709,-.22079246,.41262701,.85196447,0,11.289622,.32726067,11.616883,11.289622,79987.234
6184,0,0,1,0,0,0,25,1,4,0,2.9032953,0,0,0,1,1,1,5.4690719,1,1,21.083445,21.083445,1.6063931,1.1552477,1.316918,3.0834446,6.0631557,1,.073480576,1,11.680722,.52146983,12.202192,12.202192,199225.44
3369,1,1,0,0,0,0,24,0,3,0,2.8200133,0,0,0,1,0,1,4.6482668,1,1,18.53388,18.53388,2.7969973,1.6914937,2.3635476,.53388023,4.3070931,.99999171,.12848967,1,12.536257,.69564754,13.231904,13.231904,557882.69
4344,1,0,0,0,0,1,22,0,3,0,2.9651403,0,0,0,1,1,1,5.8690228,0,1,15.822543,15.822543,-.48549235,.43659219,-.46841449,-2.1774569,-.44458905,.32830837,.32612374,1,10.204814,.20246638,10.40728,10.40728,33099.715
2455,1,0,0,1,0,0,22,0,4,0,2.5532532,0,0,0,1,0,0,8.2725677,1,1,18.492363,18.492363,1.2947882,1.3069106,.20476207,.49236298,2.2599027,.98808634,.56966245,1,10.796234,.41441634,11.21065,11.21065,73913.477
3850,1,0,0,0,1,0,23,0,1,0,2.7771106,1,0,0,0,0,1,6.7359476,1,1,12.184779,15.840212,-1.320564,-.65476,-1.0665241,-2.1597881,-1.2157155,.11204665,.0055114464,1,9.8648491,.10944625,9.9742956,9.9742956,21467.504
1168,0,1,0,0,0,0,24,0,4,1,2.9120841,1,0,0,0,0,1,7.1299553,0,1,15.550658,20.215855,-.56204379,-.37989101,-.5888027,2.2158546,-.95756197,.16914184,.36340964,0,10.245562,.2384481,10.48401,10.245562,28157.291
1628,1,1,0,0,0,0,23,0,5,0,3.0748866,1,0,0,0,0,1,6.4452963,0,1,15.292521,19.880276,.25947803,-.51113874,.12373701,1.8802757,.40025246,.65551472,.71477985,0,10.84186,.34026387,11.182124,10.84186,51116.355
2893,1,1,0,0,0,0,25,1,3,0,2.7830694,1,0,0,0,1,0,7.2951722,0,1,11.493854,14.942009,-.7342245,.15383635,-.51988941,-3.057991,-.84684426,.19854097,.61945981,0,10.407115,.22112402,10.628239,10.407115,33094.254
2658,1,1,0,0,0,0,23,1,5,0,2.799686,0,0,0,1,0,0,7.9082313,1,1,17.64135,17.64135,1.1514715,1.4293599,1.1501726,-.35865021,1.2287276,.89041305,.97014624,0,11.439088,.40771443,11.846803,11.439088,92882.25
3394,0,1,0,0,0,0,23,0,2,1,2.5839851,0,0,1,0,0,0,5.8155265,0,1,15.99492,17.594412,-.77349871,.53681928,-1.3480934,-.40558815,-.26086947,.39709657,.50048703,0,9.2821484,.19895391,9.481102,9.2821484,10744.49
5323,1,1,0,0,0,0,24,0,4,0,2.8413968,0,1,0,0,0,1,5.3340511,1,1,15.702786,14.132507,.33491483,.43240321,.65917069,-3.8674927,-2.3059244,.010557428,.018677173,0,11.043277,.38879359,11.432071,11.043277,62522.188
1391,0,1,0,0,0,0,24,1,2,0,2.9548397,0,1,0,0,0,1,6.6533003,1,1,13.191751,11.872575,.58578092,.99283463,.15890084,-6.1274252,-4.3125648,8.0685768e-06,.09663853,0,10.847144,.43968552,11.28683,10.847144,51387.188
5773,1,1,0,0,0,0,22,1,4,0,2.5678244,1,0,0,0,0,1,6.0430522,1,1,13.295215,17.283779,-.7464208,-.60194516,-.51016206,-.71622086,-1.8605278,.031405449,.6953994,0,10.544484,.21031423,10.754798,10.544484,37967.438
3187,1,1,0,0,0,0,23,0,4,0,2.8274238,0,0,0,1,0,1,6.236577,1,1,16.567598,16.567598,-.12319262,-.84968293,.2258368,-1.4324017,-2.0262473,.021369725,.44226789,0,10.65757,.27196494,10.929535,10.65757,42513.199
1240,1,0,0,0,0,1,25,0,1,0,2.735131,1,0,0,0,0,1,4.8565106,1,1,15.254286,19.83057,-.44562903,-.70808631,-.63886857,1.8305702,-1.5141119,.064998731,.88615829,0,10.272522,.26214936,10.534672,10.272522,28926.748
4427,1,1,0,0,0,0,25,0,4,1,2.6364863,0,1,0,0,0,1,7.914319,0,1,16.765368,15.08883,-.44337294,-.79557955,-.020476554,-2.91117,-2.2719207,.011545651,.28147531,0,10.654868,.23933424,10.894202,10.654868,42398.496
6827,0,1,0,0,0,0,24,0,3,0,2.8014014,0,0,0,1,1,1,6.7180047,1,1,16.841181,16.841181,-.64082527,-.061497189,-.29167545,-1.1588192,-1.0577111,.14509358,.71663058,0,10.496117,.19507124,10.691188,10.496117,36174.75
5462,1,1,0,0,0,0,23,1,1,0,2.7319009,0,0,0,1,0,1,4.1361852,1,1,12.913885,12.913885,.064771295,.56130713,.41247946,-5.0861149,-2.6129119,.0044887215,.93334693,0,10.72328,.28986371,11.013144,10.72328,45400.57
3491,1,1,0,0,0,0,22,0,5,0,2.8035665,0,0,0,1,0,1,5.4411607,1,1,17.914326,17.914326,1.4911613,.42627579,1.6225406,-.085674286,.97511077,.83524734,.70292586,1,11.972948,.47270003,12.445648,12.445648,254141.94
3829,1,0,0,1,0,0,24,0,3,0,2.722193,0,1,0,0,1,1,5.8856163,1,1,20.539816,18.485834,1.3567417,.84976441,1.5422077,.48583412,1.969888,.97557437,.78723645,1,12.054955,.49443799,12.549393,12.549393,281923.97
1838,1,0,0,0,1,0,23,1,4,0,2.46507,0,0,0,1,0,0,5.7031555,1,1,12.57548,12.57548,2.1621468,2.2915919,1.7153097,-5.4245205,-5.9677415,1.2028005e-09,.68398684,0,11.994522,.66347426,12.657996,11.994522,161865.67
4405,1,1,0,0,0,0,23,1,4,1,2.911679,0,0,0,1,0,1,6.1078906,1,1,16.869524,16.869524,-1.1030344,-.72070181,-1.1744219,-1.130476,-1.6540645,.049057201,.18667622,0,9.5107031,.090450935,9.6011543,9.5107031,13503.485
3513,1,0,0,0,0,1,24,1,5,0,2.7225425,1,0,0,0,0,1,7.7790956,1,1,13.843347,17.996349,-.59138852,-1.5422579,-.587596,-.0036506653,-2.742677,.0030470302,.47609648,0,10.399098,.23990759,10.639006,10.399098,32830.012
3051,0,1,0,0,0,0,22,1,3,0,2.9075291,1,0,0,0,0,1,8.4571733,0,1,13.539933,17.601913,-.14029396,-.43452311,-.42893243,-.39808655,-1.6365323,.050864115,.14339131,0,10.42852,.32719603,10.755716,10.42852,33810.281
1797,0,1,0,0,0,0,24,0,2,0,2.8411987,1,0,0,0,0,1,7.4614525,1,1,13.050637,16.965828,-.8177923,-.4134948,-.60186261,-1.0341721,-1.6280348,.051758751,.2931073,0,10.506204,.19467711,10.700881,10.506204,36541.492
6417,0,0,1,0,0,0,24,0,3,1,2.4719133,1,0,0,0,1,0,6.2789388,1,1,13.926307,18.104198,.64129764,.19566973,.14258626,.10419846,.683487,.75285041,.99190217,0,11.135696,.4115575,11.547254,11.135696,68575.898
2320,0,1,0,0,0,0,23,1,3,0,2.7839355,0,0,0,1,1,1,8.0110493,1,1,12.777169,12.777169,-.12673402,.43311265,-.11999992,-5.2228308,-2.0841358,.01857391,.84115106,0,10.627204,.29125527,10.918459,10.627204,41241.648
2776,0,1,0,0,0,0,23,0,3,0,2.7172341,0,0,0,1,0,0,6.5400548,1,1,14.816708,14.816708,-.69211149,.15203834,-.39029229,-3.1832924,-1.1090975,.13369407,.53772509,0,10.21344,.14632152,10.359761,10.21344,27267.203
3407,0,1,0,0,0,0,23,1,3,0,2.8246026,1,0,0,0,0,1,5.1335759,0,1,20.228359,26.296865,-2.9441881,-2.0527472,-2.6861506,8.2968655,-16.604637,0,.94499993,0,8.5407515,-.17886627,8.3618851,8.5407515,5119.1899
6929,0,1,0,0,0,0,23,1,3,0,2.7658496,0,0,1,0,0,0,8.8693027,1,1,15.359018,16.89492,.087140836,.87477618,-.25586203,-1.1050797,-.13443431,.44652957,.5967797,0,10.193257,.35183778,10.545095,10.193257,26722.396
2624,1,0,0,1,0,0,24,0,3,0,2.9505191,0,0,1,0,0,1,6.2059751,0,1,14.743383,16.217722,-.43754771,-.046144255,-.27915457,-1.7822781,-.82586235,.20444109,.26879331,0,10.154429,.29626945,10.450699,10.154429,25704.707
83,1,0,1,0,0,0,22,1,5,1,2.5852301,0,0,0,1,0,0,6.363039,1,1,18.183178,18.183178,.41314667,.029491797,.15441519,.18317795,.064199731,.52559441,.22608162,1,10.670717,.30164644,10.972363,10.972363,58242.086
787,1,0,0,1,0,0,22,0,2,0,2.4242699,1,0,0,0,0,1,6.8280554,1,1,13.165523,17.115179,1.1508094,.30177614,.78288645,-.88482094,-.49936336,.30876172,.79011387,0,11.390157,.50960577,11.899762,11.390157,88446.82
4546,1,1,0,0,0,0,25,1,3,0,2.9017971,0,1,0,0,0,0,7.3307505,1,1,17.569536,15.812582,1.2383828,.0049390253,1.1023118,-2.187418,-2.6835196,.0036425851,.49470711,0,11.59811,.54825813,12.146368,11.59811,108891.82
1891,0,0,0,1,0,0,24,0,2,0,2.5933921,0,0,0,1,1,1,6.946516,1,1,16.349188,16.349188,-.73695976,-.72993785,-.40992478,-1.6508121,-1.9320741,.026675181,.48295009,0,10.290174,.17999548,10.470169,10.290174,29441.883
4049,1,1,0,0,0,0,23,0,2,1,2.9705667,1,0,0,0,0,0,7.3562627,1,1,14.64099,19.033287,1.0993909,.60700649,.74959868,1.033287,2.4474022,.99280548,.035164163,1,11.554512,.45421752,12.00873,12.00873,164181.84
2558,0,1,0,0,0,0,24,1,3,1,2.5438306,0,0,0,1,0,1,4.4111028,1,1,15.348129,15.348129,-.4420352,-.51328361,-.29659423,-2.6518707,-2.0633764,.01953844,.44779763,0,10.378241,.20589399,10.584135,10.378241,32152.342
5032,1,1,0,0,0,0,23,0,4,0,2.5960429,0,0,0,1,0,1,5.5983043,1,1,15.171354,15.171354,-.59587026,.34167567,-.56587583,-2.8286457,-.82576108,.20446981,.935085,0,10.081132,.1608863,10.242019,10.081132,23888.01
7460,1,1,0,0,0,0,24,0,4,0,2.821357,0,0,0,1,0,1,6.9523988,1,1,17.331818,17.331818,.42946455,.10935088,.41907862,-.66818237,-.60477197,.27266526,.94707358,0,10.965174,.33738667,11.302561,10.965174,57824.84
6643,0,0,1,0,0,0,23,1,4,1,2.8691616,0,0,0,1,0,1,5.5623007,1,1,15.801267,15.801267,.18296991,.16246401,.34592605,-2.1987333,-1.2638342,.10314476,.077579506,1,10.930534,.32391417,11.254449,11.254449,77222.711
1195,0,0,0,0,0,1,22,0,3,0,2.8506093,0,0,0,1,0,0,6.0679116,1,1,17.258812,17.258812,-1.3230681,-.82161719,-1.1118094,-.74118805,-2.2590091,.011941409,.878034,0,9.6183577,.059465498,9.6778231,9.6183577,15038.332
5584,0,1,0,0,0,0,24,0,2,0,2.6771307,0,0,0,1,0,1,4.5356989,1,1,15.696592,15.696592,-.60249782,-.3309826,.064840741,-2.3034077,-1.8089491,.035229456,.13758855,0,10.612823,.17739397,10.790217,10.612823,40652.82
2182,0,1,0,0,0,0,22,0,4,0,2.8659413,0,1,0,0,0,1,7.3724933,0,1,17.153597,15.438237,1.2270848,.29254684,1.1771076,-2.5617628,-2.6879294,.0035948299,.50984854,0,11.536385,.55747652,12.093861,11.536385,102373.65
4230,0,1,0,0,0,0,24,0,4,0,2.2714622,0,0,0,1,1,0,9.0645504,1,1,16.497789,16.497789,-.15530825,-.26348269,.30500025,-1.5022106,-1.6678612,.047671638,.38643277,0,10.774706,.26120853,11.035914,10.774706,47796.414
6579,1,1,0,0,0,0,23,0,4,0,2.8036299,0,0,0,1,1,1,5.6816392,1,1,12.308391,12.308391,1.6809828,.99694914,1.2559921,-5.6916094,-5.9852653,1.0801875e-09,.79608434,0,11.816166,.62698501,12.443151,11.816166,135424
1617,1,1,0,0,0,0,23,1,2,0,2.7911377,1,0,0,0,1,1,6.0961494,1,1,13.909723,18.08264,1.0567107,.8238489,.39690048,.082639694,1.2641425,.89691055,.28746223,1,11.123686,.492632,11.616318,11.616318,110892.63
5786,1,1,0,0,0,0,22,0,4,0,2.6785822,0,0,1,0,0,0,5.3962274,1,1,15.252096,16.777306,-1.1321857,-1.260895,-.6187157,-1.2226944,-1.9687772,.024489341,.5858736,0,9.8500328,.17484862,10.024881,9.8500328,18958.977
4154,0,0,0,0,1,0,22,0,3,1,2.9219642,0,0,0,1,0,1,8.5751095,1,1,16.666342,16.666342,.22621562,-.39419881,.45802617,-1.3336582,-1.1680713,.12138901,.35896188,0,11.080006,.31896475,11.398971,11.080006,64861.25
5770,1,1,0,0,0,0,24,0,2,0,2.8742776,1,0,0,0,0,1,5.9938631,1,1,13.173971,17.126162,-.47839078,-.0819683,-.33385974,-.87383842,-1.019063,.15408653,.66691214,0,10.423829,.25252652,10.676355,10.423829,33652.043
6021,1,1,0,0,0,0,23,0,3,0,2.6798649,1,0,0,0,0,1,4.1252427,0,1,15.794083,20.532307,-.78442544,-.15049912,-.60013533,2.5323067,-1.5081536,.065757617,.96709579,0,10.169709,.19517477,10.364884,10.169709,26100.486
636,1,1,0,0,0,0,22,0,4,0,2.6335676,0,1,0,0,0,0,6.4575205,1,1,17.462173,15.715956,.91986823,.29624981,.91906744,-2.2840443,-1.9834569,.02365821,.21190447,0,11.371398,.49069181,11.86209,11.371398,86803.133
2079,1,1,0,0,0,0,25,1,3,0,2.8875275,1,0,0,0,1,1,6.5540361,0,1,19.125479,24.863121,-.087204263,-.95777845,-.30898145,6.863121,.72298884,.76515663,.56626254,1,10.450448,.29302448,10.743472,10.743472,46326.625
3946,1,1,0,0,0,0,22,0,3,0,2.9300478,0,0,0,1,0,1,6.4957638,1,1,15.014597,15.014597,-2.7372236,-1.8567499,-2.2325661,-2.9854031,-.7814998,.2172543,.88552231,0,8.7618256,-.21540667,8.5464191,8.7618256,6385.7583
